pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,server_changed,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-0,4-1,1-0,,3538979,1.0,3538979.0,84,,2,Ad,Emon van Loben Sels,Near,,,,,,,,,,92.93675087,515.8317148,Down the Line,Backhand,,,,,,,,,,44.62568898,-89.30469707,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,15,False,,Roger Pascual Ferra,Roger Pascual Ferra,,1.0,,Roger Pascual Ferra,,,,Short
15-15,4-1,1-0,1.0,3556300,,,85,,1,Deuce,Emon van Loben Sels,Near,1.0,T,-32.21278434,224.1250875,,,,,,22.81170166,-400.1550306,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,15,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,T,
15-15,4-1,1-0,,3557020,,,85,,2,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-30.56739392,518.1150208,Down the Line,Forehand,,,,,,,,,,-45.88310914,-79.80030621,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,15,False,,Roger Pascual Ferra,Roger Pascual Ferra,,1.0,,,,,,Short
15-15,4-1,1-0,,3558379,1.0,3558379.0,85,,3,Ad,Emon van Loben Sels,Near,,,,,,,,,,-45.88310914,-99.90490486,Down the Line,,,1.0,,,,,1,,,-127.4429462,145.6725339,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,15,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Emon van Loben Sels,,,,Short
30-15,4-1,1-0,1.0,3576300,,,86,,1,Ad,Emon van Loben Sels,Near,1.0,Wide,138.3358158,224.5279473,,,,,,-69.78771872,-438.4674759,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,15,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,Wide,
30-15,4-1,1-0,,3577020,,,86,,2,Ad,Emon van Loben Sels,Near,,,,,,,,,,192.3666448,462.5049431,Down the Line,Forehand,,,,,,,,,,129.0696577,-190.4441328,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,15,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
30-15,4-1,1-0,,3578179,1.0,3578179.0,86,,3,Deuce,Emon van Loben Sels,Near,,,,,,,,,,129.0696577,-210.5487314,Crosscourt,,,1.0,,,,,1,,,-55.08725941,196.1748086,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,15,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Emon van Loben Sels,,,,Short
40-15,4-1,1-0,1.0,3595929,,,87,,1,Deuce,Emon van Loben Sels,Near,0.0,Wide,-119.4719871,-223.5319937,1.0,Wide,-146.0094434,205.5380741,,7.163823272,-425.2063266,,,1.0,,,,,,,,,,,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,15,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,2nd Serve In,Wide,
40-15,4-1,1-0,,3608020,,,87,,2,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-195.2051126,479.369171,Down the Line,Backhand,,,,,,,,,,-52.72858705,-181.3626969,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,15,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
40-15,4-1,1-0,,3609399,1.0,3609399.0,87,,3,Deuce,Emon van Loben Sels,Near,,,,,,,,,,8.636318898,-423.7737916,Crosscourt,Backhand,,,,,,,,,,-138.1648731,306.9990704,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,15,False,,Roger Pascual Ferra,Emon van Loben Sels,1.0,,,Emon van Loben Sels,,,,Short
0-0,5-1,1-0,1.0,3639850,,,88,,1,Deuce,Roger Pascual Ferra,Far,0.0,Wide,243.0732393,-226.5017498,0.0,Wide,148.5927986,-260.3427384,,-25.23490814,412.453259,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,True,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,Double Fault,Wide,
0-0,5-1,1-0,,3651879,,,88,,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,155.2594871,-548.2413167,Down the Line,Forehand,,,,,,,,,,86.80237314,284.3574694,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,16,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-0,5-1,1-0,,3653219,1.0,3653219.0,88,,3,Ad,Roger Pascual Ferra,Far,,,,,,,,,,62.94924541,482.7369641,Crosscourt,Forehand,,,,,,,,,,-116.8753882,-151.2746008,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Roger Pascual Ferra,,,,Short
0-15,5-1,1-0,1.0,3672949,,,89,,1,Ad,Roger Pascual Ferra,Far,1.0,Wide,-130.1855698,-175.2384624,,,,,,33.04920166,476.0527832,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Wide,
0-15,5-1,1-0,,3673780,1.0,3673780.0,89,,2,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-190.2957349,-541.3600886,Crosscourt,Backhand,,,,,,,,,,41.78657043,436.9318624,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,16,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Emon van Loben Sels,,,,Deep
0-30,5-1,1-0,1.0,3689550,,,90,,1,Deuce,Roger Pascual Ferra,Far,1.0,Wide,124.623808,-188.2253226,0.0,T,24.26486767,-246.1889053,,-36.96863517,475.0453084,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Wide,
0-30,5-1,1-0,,3709729,,,90,,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,47.09222441,-476.7983322,Crosscourt,Backhand,,,,,,,,,,-22.12134733,242.8884405,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Emon van Loben Sels,1.0,,,,,,,Short
0-30,5-1,1-0,,3711050,,,90,,3,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-29.19920166,498.9552384,Down the Line,Backhand,,,,,,,,,,-102.4866907,-337.8632218,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
0-30,5-1,1-0,,3712169,1.0,3712169.0,90,,4,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-105.166005,-534.1609744,Crosscourt,Backhand,,,,,,,,,,42.60048119,-234.5155785,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,
15-30,5-1,1-0,1.0,3733620,,,91,,1,Ad,Roger Pascual Ferra,Far,0.0,T,-17.0343668,-276.3292104,1.0,Body,-93.11079396,-190.3219543,,42.66838364,463.8882929,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,2nd Serve In,Body,
15-30,5-1,1-0,,3747280,,,91,,2,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-193.114988,-548.9125328,Crosscourt,Backhand,,,,,,,,,,89.21417323,375.8466043,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,16,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
15-30,5-1,1-0,,3748620,,,91,,3,Ad,Roger Pascual Ferra,Far,,,,,,,,,,109.8998469,502.7568187,Crosscourt,Forehand,,,,,,,,,,-36.01528325,-307.8298994,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
15-30,5-1,1-0,,3749899,,,91,,4,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-55.2482885,-490.5568843,Crosscourt,Backhand,,,,,,,,,,95.07372594,287.7169565,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
15-30,5-1,1-0,,3751050,,,91,,5,Ad,Roger Pascual Ferra,Far,,,,,,,,,,129.8307852,500.1986877,Down the Line,Forehand,,,,,,,,,,57.69863298,-363.482196,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Deep
15-30,5-1,1-0,,3752370,,,91,,6,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,47.37715442,-505.7436461,Crosscourt,Forehand,,,,,,,,,,-7.32454615,451.9192804,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
15-30,5-1,1-0,,3753379,,,91,,7,Ad,Roger Pascual Ferra,Far,,,,,,,,,,2.52731846,470.9179571,Down the Line,Backhand,,,,,,,,,,76.23389654,-434.2136975,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,1.0,,,,,,Deep
15-30,5-1,1-0,,3754469,1.0,3754469.0,91,,8,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,65.36050962,-484.1406004,Crosscourt,Forehand,,,,,,,,,,-47.05505796,486.1609853,,,,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,Long
30-30,5-1,1-0,1.0,3786620,,,92,,1,Deuce,Roger Pascual Ferra,Far,1.0,Body,99.41416229,-167.8630851,,,,,,-37.04484361,470.7126422,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Body,
30-30,5-1,1-0,,3787530,,,92,,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,167.2495516,-517.184252,Down the Line,Forehand,,,,,,,,,,71.57752625,325.1939031,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
30-30,5-1,1-0,,3788850,,,92,,3,Ad,Roger Pascual Ferra,Far,,,,,,,,,,69.8085794,522.9445538,Crosscourt,Forehand,,,,,,,,,,-61.66618001,-352.4086614,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Deep
30-30,5-1,1-0,,3789929,,,92,,4,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-58.55874344,-552.7515092,Down the Line,Backhand,,,,,,,,,,-132.4645505,454.8889217,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
30-30,5-1,1-0,,3791179,1.0,3791179.0,92,,5,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-126.8869423,540.9857065,Crosscourt,Backhand,,,,,,,,,,55.53670166,-465.1096566,,,,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,Long
30-40,5-1,1-0,1.0,3813620,,,93,1.0,1,Ad,Roger Pascual Ferra,Far,0.0,Wide,-176.9775153,-184.0098972,1.0,T,-36.15024606,-136.0122047,,50.84086833,462.8619477,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,2nd Serve In,T,
30-40,5-1,1-0,,3826979,,,93,1.0,2,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-99.39644029,-554.3265475,Crosscourt,Forehand,,,,,,,,,,35.7504101,359.2118438,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,16,False,,Emon van Loben Sels,Emon van Loben Sels,1.0,,,,,,,Deep
30-40,5-1,1-0,,3828250,,,93,1.0,3,Ad,Roger Pascual Ferra,Far,,,,,,,,,,48.80945976,526.9195265,Crosscourt,Backhand,,,,,,,,,,-72.95433071,-366.300607,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,1.0,,,,,,,Deep
30-40,5-1,1-0,,3829530,,,93,1.0,4,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-99.91715332,-539.3999125,Crosscourt,Backhand,,,,,,,,,,64.40577975,376.9251969,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
30-40,5-1,1-0,,3830820,,,93,1.0,5,Ad,Roger Pascual Ferra,Far,,,,,,,,,,79.60643591,452.8324803,Down the Line,Forehand,,,,,,,,,,70.10793963,-429.344089,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Deep
30-40,5-1,1-0,,3832100,,,93,1.0,6,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,68.48057743,-483.1149442,Crosscourt,Forehand,,,,,,,,,,-114.6105698,291.6497485,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,16,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
30-40,5-1,1-0,,3833419,1.0,3833419.0,93,1.0,7,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-141.2610947,466.7402723,Crosscourt,Backhand,,,,,,,,,,40.03756562,245.0,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,16,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,
